,heartrate,RRinterval,RRsd,pNN20,pNN50,RRmad
235,64.43914081145584,931.1111111111113,33.85243941462694,0.375,0.125,37.5
236,121.50279776179056,493.81578947368416,4.614652083355304,0.0,0.0,2.5
237,80.0,750.0,81.2788410350443,0.2727272727272727,0.2727272727272727,17.5
238,73.02904564315351,821.5909090909091,14.273016789188715,0.0,0.0,10.0
239,128.92828364222402,465.375,191.72453383696097,1.0,1.0,188.75
240,141.06331819396206,425.34090909090907,156.1436828375796,1.0,1.0,138.75
241,159.57446808510642,376.0,138.85964136494087,1.0,1.0,7.5
242,64.01896858328394,937.2222222222223,18.387965737150406,0.5,0.0,15.0
243,68.20119352088662,879.75,34.721211096388906,0.4444444444444444,0.1111111111111111,31.25
244,104.00866738894906,576.875,22.52602661367513,1.0,0.0,18.75
245,123.39331619537278,486.25,67.00046641628697,0.8421052631578947,0.631578947368421,36.249999999999964
246,51.036682615629985,1175.625,41.67864411182303,0.5714285714285714,0.14285714285714285,26.25
247,68.06579693703914,881.5,32.42684073418192,0.2222222222222222,0.0,16.25
248,68.99383983572895,869.6428571428571,23.27738676685761,0.4,0.0,22.5
249,80.67226890756302,743.75,90.47271688194182,0.5,0.25,12.5
250,85.02024291497976,705.7142857142858,203.96828484960545,1.0,1.0,210.0
251,121.38728323699421,494.28571428571433,264.03704517451666,1.0,1.0,2.5
252,101.10584518167455,593.4375,27.226982824947754,0.13333333333333333,0.0,16.25
253,58.91377723227984,1018.4375,17.807016699885484,0.5714285714285714,0.0,13.750000000000055
254,68.18181818181819,880.0,51.11262075065218,0.6666666666666666,0.3333333333333333,17.5
255,67.98866855524079,882.5,9.810708435174293,0.1111111111111111,0.0,8.75
256,103.65448504983391,578.8461538461537,9.073173932373424,0.09090909090909093,0.0,2.5
257,73.86681589255737,812.2727272727273,14.97932459389462,0.4,0.0,7.5
258,58.50487540628386,1025.5555555555557,16.277872582204022,0.25,0.0,17.5
259,106.37119113573408,564.0625,106.81421882759804,0.9333333333333332,0.6666666666666666,60.0
260,90.7862739800054,660.8928571428571,20.38922909933836,0.2307692307692308,0.15384615384615385,6.25
261,71.38607971445569,840.5,13.638181696985855,0.0,0.0,10.0
262,67.51054852320675,888.75,8.081614937622307,0.0,0.0,2.5
263,56.63345568956477,1059.4444444444443,66.1099439672885,0.625,0.375,45.0
264,69.56521739130434,862.5,11.346805717910216,0.0,0.0,8.75
265,122.9193341869398,488.125,216.82155921786625,1.0,1.0,198.75
266,171.64750957854406,349.55357142857144,134.46164743190542,0.9629629629629628,0.9629629629629628,11.25
267,84.59869848156181,709.2307692307692,123.49238771068121,0.5,0.5,17.5
268,68.2699767261443,878.8636363636364,3.2619772941834824,0.0,0.0,2.5
269,83.02104352839434,722.7083333333335,16.722562519608715,0.0,0.0,11.25
270,84.75957620211899,707.8846153846154,5.704768066996663,0.0,0.0,2.5
271,74.11566535654126,809.5454545454545,13.43410609648332,0.2,0.0,7.5
272,70.08229360233608,856.1363636363636,17.101423264920097,0.4,0.0,10.0
273,82.16364258815473,730.25,37.42408983529192,0.25,0.125,36.25
274,96.12817089452604,624.1666666666666,2.9814239699997205,0.0,0.0,2.5
275,134.83146067415728,445.0,197.78173231207086,1.0,1.0,183.75
276,131.7991631799163,455.2380952380952,174.2482232639908,1.0,1.0,145.0
277,69.27315665179744,866.1363636363636,11.299820813323686,0.1,0.0,7.5
278,90.73724007561435,661.25,14.569721538666608,0.0,0.0,13.75
279,56.88888888888889,1054.6875,26.381737883429874,0.5714285714285714,0.2857142857142857,22.5
280,62.60869565217392,958.3333333333335,10.341394704992382,0.0,0.0,5.0
281,137.5921375921376,436.07142857142856,196.28176332060215,0.9090909090909092,0.8181818181818182,21.25
282,98.48484848484848,609.2307692307693,69.26388097053609,0.0,0.0,5.0
283,104.62074978204012,573.5,57.382488618044434,0.5555555555555556,0.3333333333333333,11.25
284,107.20667063728409,559.6666666666666,118.60602383053268,0.35714285714285715,0.2857142857142857,20.0
285,210.98901098901095,284.375,47.28157014101795,1.0,1.0,1.25
286,72.58729722298598,826.5909090909091,22.03490844280149,0.1,0.0,7.5
287,142.24137931034485,421.8181818181818,182.4473489091221,1.0,1.0,171.25
288,68.80733944954129,872.0,28.27985148475855,0.4444444444444444,0.1111111111111111,13.75
289,82.84652150823153,724.2307692307692,166.76326096326068,0.6666666666666666,0.4166666666666667,160.0
290,51.036682615629985,1175.625,36.00672680208519,0.7142857142857143,0.2857142857142857,27.5
291,78.06993765248035,768.5416666666665,78.44490060262397,0.6363636363636364,0.3636363636363637,55.0
292,50.46560528687294,1188.9285714285713,111.1695707888978,1.0,0.5,27.5
293,81.56329651656755,735.625,13.6978176485648,0.0,0.0,11.25
294,54.08450704225352,1109.375,26.003305078393396,0.5714285714285714,0.14285714285714285,20.0
295,79.55801104972377,754.1666666666665,6.236095644623236,0.0,0.0,3.75
296,127.8976818545164,469.125,2.6545950726994127,0.0,0.0,2.5
297,61.67904054825814,972.7777777777777,14.64602925162674,0.25,0.0,12.5
298,219.17808219178082,273.75,25.27968552019585,1.0,1.0,1.25
299,71.54471544715446,838.6363636363636,12.763746438271792,0.1,0.0,10.0
300,119.91434689507496,500.3571428571428,261.6753324099097,1.0,1.0,2.5
301,56.38766519823788,1064.0625,25.918667862179927,0.2857142857142857,0.14285714285714285,17.5
302,67.73920406435225,885.75,6.896557112066861,0.0,0.0,6.25
303,62.645011600928065,957.7777777777777,21.90397111524036,0.75,0.0,20.0
304,71.28007128007128,841.75,27.29583301531573,0.3333333333333333,0.0,30.0
305,60.0,1000.0,86.31338250816034,0.8571428571428571,0.5714285714285714,55.0
306,64.72879832184597,926.9444444444445,39.734846478769214,0.625,0.0,37.5
307,73.08970099667775,820.9090909090909,17.36220841344025,0.5,0.0,12.5
308,215.48821548821547,278.4375,157.75741612916332,0.8181818181818182,0.8181818181818182,140.0
309,88.48553601815088,678.0769230769231,20.87402338005316,0.5833333333333334,0.08333333333333333,15.0
310,86.57047724750278,693.0769230769231,82.25285736300407,0.75,0.3333333333333333,47.5
311,140.9879839786382,425.5681818181818,154.5850968541971,1.0,1.0,147.5
312,59.37328202308961,1010.5555555555555,29.5046554183916,0.25,0.0,10.0
313,69.62576153176676,861.75,25.225235380467712,0.6666666666666666,0.0,15.0
314,70.23144453312051,854.3181818181819,44.86204749880599,0.7,0.2,32.5
315,73.72242390393744,813.8636363636364,51.757340677913376,0.7,0.6,20.0
316,149.76599063962558,400.625,137.7199944634039,1.0,1.0,127.5
317,60.96528365791702,984.1666666666665,15.320646925708552,0.125,0.0,10.0
318,76.53467977677384,783.9583333333335,38.344088165220754,0.2727272727272727,0.09090909090909093,30.0
319,54.1913632514818,1107.1875,10.340870067358937,0.0,0.0,5.0
320,118.8445667125172,504.86111111111114,209.22056447387155,1.0,1.0,202.5
321,147.1264367816092,407.8125,160.87539254678862,1.0,1.0,37.5
322,56.13305613305614,1068.888888888889,20.61927062210626,0.375,0.0,17.5
323,63.028888240443536,951.9444444444445,61.22338171920762,0.5,0.375,42.5
324,61.32879045996592,978.3333333333335,16.749792701868177,0.375,0.0,12.5
325,53.141433711597,1129.0625,68.88551984089257,0.7142857142857143,0.14285714285714285,38.75
326,63.660477453580896,942.5,15.41103500742244,0.25,0.0,12.5
327,78.8177339901478,761.25,10.631125685144227,0.0,0.0,3.75
328,85.22261677137394,704.0384615384614,6.087381458209389,0.0,0.0,5.0
329,217.7858439201452,275.5,252.12794371112457,1.0,1.0,10.0
330,170.2127659574468,352.5,97.17895862788406,1.0,0.8636363636363636,68.75
331,67.02038536721587,895.25,12.219349409849935,0.1111111111111111,0.0,6.25
332,131.79571663920922,455.25,184.59398012936398,1.0,1.0,18.75
333,103.2702237521515,581.0,187.22045828381042,1.0,1.0,57.5
334,84.80565371024737,707.5,7.5955452531275,0.0,0.0,5.0
335,66.85236768802228,897.5,6.324555320336759,0.0,0.0,6.25
336,45.35433070866142,1322.9166666666667,30.666779891095327,0.2,0.2,20.0
337,92.00102223358036,652.1666666666666,96.45753239408293,0.7857142857142857,0.5,30.0
338,65.64551422319475,914.0,7.516648189186454,0.1111111111111111,0.0,3.75
339,146.45794640488194,409.6739130434783,149.8936295812331,1.0,1.0,17.5
340,129.9052774018945,461.875,168.15752473499364,1.0,1.0,67.5
341,85.12960436562074,704.8076923076923,11.070644588172504,0.0,0.0,7.5
342,50.61765592045797,1185.357142857143,21.398788827064628,0.5,0.0,15.0
343,53.79658167553937,1115.3125,14.055553840030635,0.2857142857142857,0.0,10.0
344,134.04255319148936,447.61904761904765,68.26278090025214,0.75,0.5,25.0
345,65.1780325890163,920.5555555555555,108.9710574328096,0.875,0.875,77.5
346,51.502145922746784,1165.0,64.43435197381686,1.0,0.8333333333333334,62.5
347,74.51312447078745,805.2272727272727,2.9105110170149318,0.0,0.0,2.5
348,76.4737121614445,784.5833333333335,20.228726823230595,0.6363636363636364,0.0,17.5
349,69.26406926406926,866.25,7.520804478245663,0.0,0.0,6.25
350,96.80021511158913,619.8333333333334,4.6963342678684565,0.0,0.0,2.5
351,65.63354603463993,914.1666666666665,16.115899671511432,0.125,0.0,17.5
352,125.1303441084463,479.5,225.15911040861752,1.0,1.0,212.5
353,73.39449541284405,817.5,9.770084209183944,0.1,0.0,5.0
354,95.06205439662004,631.1666666666666,123.99887992325665,0.8571428571428571,0.7857142857142857,65.0
355,69.28406466512702,866.0,38.4252521136817,0.5555555555555556,0.3333333333333333,23.75
356,97.40259740259741,616.0,44.06245567373657,0.21428571428571427,0.21428571428571427,2.5
357,70.7395498392283,848.1818181818181,11.535070491317745,0.0,0.0,10.0
358,184.07828616768046,325.94827586206895,175.7979514624862,0.9642857142857144,0.9642857142857144,127.5
359,79.31699256403195,756.4583333333335,32.85793811580729,1.0,0.7272727272727273,38.75
360,60.23424428332404,996.1111111111113,26.773512800047754,0.375,0.125,22.5
361,120.411935569052,498.2894736842105,182.43249045443412,1.0,1.0,52.5
362,96.95663883652031,618.8333333333334,3.3993463423951904,0.0,0.0,2.5
363,144.5238991343621,415.15625,177.01180387459334,1.0,1.0,51.25
